,MAQCA,MAQCB
ENSG00000164850,24.89,24.92
ENSG00000164853,41.66,22.94
ENSG00000164855,23.72,29.45
ENSG00000164867,27.17,24.1
ENSG00000164871,0,40.62
ENSG00000164877,22.66,24.18
ENSG00000164879,29.25,27.55
ENSG00000164880,19.91,20.9
ENSG00000164885,21.65,21.3
ENSG00000164889,20.35,23.45
ENSG00000164893,40.53,0
ENSG00000164896,21.33,22.29
ENSG00000164897,21.69,23.48
ENSG00000164898,25.13,26.09
ENSG00000164900,26.48,27.94
ENSG00000164902,22.11,22.12
ENSG00000164904,21.77,22.14
ENSG00000164916,21.91,22.39
ENSG00000164919,17.71,18.13
ENSG00000164920,24.52,32.77
ENSG00000164929,23.07,18.4
ENSG00000164930,21.13,24.05
ENSG00000164932,21.79,26.37
ENSG00000164933,20.48,21.19
ENSG00000164935,31.49,30.63
ENSG00000164938,22.07,23.55
ENSG00000164941,20.74,22.07
ENSG00000164944,20.19,21.31
ENSG00000164946,25.02,24.04
ENSG00000164949,22.13,23.94
ENSG00000164951,21.74,19.15
ENSG00000164953,22.17,23.32
ENSG00000164961,21.42,22.25
ENSG00000164967,26.47,27.14
ENSG00000164970,24.15,22.21
ENSG00000164972,28.16,26.48
ENSG00000164975,21.11,21.31
ENSG00000164978,21.14,21.73
ENSG00000164983,23.03,22.75
ENSG00000164985,21.55,20.54
ENSG00000164989,24.75,23.59
ENSG00000165006,28.54,27.13
ENSG00000165023,31.26,18.98
ENSG00000165025,23.95,25.02
ENSG00000165028,24.91,22.74
ENSG00000165029,22.39,23.83
ENSG00000165030,21.56,22.3
ENSG00000165046,25.55,24.39
ENSG00000165059,31.28,29.08
ENSG00000165060,21.96,23.14
ENSG00000165061,25.3,22.8
ENSG00000165066,30.77,30.19
ENSG00000165071,24.77,28.36
ENSG00000165076,0,35.2
ENSG00000165078,28.23,32.8
ENSG00000165084,30.75,25.02
ENSG00000165091,31.11,27.32
ENSG00000165092,21.8,20.4
ENSG00000165097,22.05,22.68
ENSG00000165102,22.32,22.45
ENSG00000165105,25.25,29.26
ENSG00000165113,22.49,21.68
ENSG00000165115,22.68,23.03
ENSG00000165118,22.18,23.41
ENSG00000165119,16.97,18.23
ENSG00000165120,30.3,34.11
ENSG00000165124,24.23,23.37
ENSG00000165125,24.29,23.2
ENSG00000165131,26.78,25.93
ENSG00000165138,22.44,22.17
ENSG00000165140,22.65,26.88
ENSG00000165152,22.79,19.81
ENSG00000165156,26.72,26.38
ENSG00000165164,28.26,26.85
ENSG00000165168,22.26,23.71
ENSG00000165169,19.89,20.11
ENSG00000165171,23.81,27.2
ENSG00000165175,20.85,20.72
ENSG00000165181,29.13,0
ENSG00000165182,29.02,28.67
ENSG00000165185,22.23,23.24
ENSG00000165186,27.28,0
ENSG00000165188,26.48,29.55
ENSG00000165192,28.84,31.64
ENSG00000165195,23.29,24.01
ENSG00000165197,34.6,31.68
ENSG00000165202,28.7,28.83
ENSG00000165204,30.45,29.14
ENSG00000165209,21.44,21.43
ENSG00000165215,22.1,25.28
ENSG00000165219,20,20.75
ENSG00000165233,21.24,21.27
ENSG00000165238,22.72,20.49
ENSG00000165240,24.64,27.51
ENSG00000165244,22.17,25.15
ENSG00000165246,24.79,23.48
ENSG00000165259,25.65,24.21
ENSG00000165264,19.27,20.1
ENSG00000165271,22.02,23.25
ENSG00000165272,20.73,24.7
ENSG00000165275,23.33,23.75
ENSG00000165280,18.5,19.37
ENSG00000165282,21.02,22.04
ENSG00000165283,19.59,21.58
ENSG00000165288,21.32,21.01
ENSG00000165300,23.29,21.27
ENSG00000165304,20.8,30.72
ENSG00000165309,32.34,27.32
ENSG00000165312,22.12,21.67
ENSG00000165322,21.12,20.78
ENSG00000165323,25.06,22.76
ENSG00000165325,28.58,30.4
ENSG00000165338,22.89,22.3
ENSG00000165349,23.56,27
ENSG00000165355,22,21.38
ENSG00000165359,23,21.39
ENSG00000165370,34.63,27.98
ENSG00000165376,27.37,27.56
ENSG00000165379,27.11,22.1
ENSG00000165383,31.28,29.24
ENSG00000165388,27.38,23.56
ENSG00000165389,19.36,21.34
ENSG00000165392,21.83,23.78
ENSG00000165406,23.04,22.19
ENSG00000165409,26.01,29.5
ENSG00000165410,19.52,19.43
ENSG00000165416,20.14,20.31
ENSG00000165417,20.28,19.86
ENSG00000165424,26.4,25.19
ENSG00000165434,24.39,21.37
ENSG00000165443,21.89,18.5
ENSG00000165449,24.19,22.79
ENSG00000165457,30.1,24.19
ENSG00000165458,21.27,23.42
ENSG00000165462,25.48,30.66
ENSG00000165471,25.89,33.28
ENSG00000165474,26.27,25.9
ENSG00000165475,21.64,20.27
ENSG00000165476,22.41,22.32
ENSG00000165478,24.11,19.73
ENSG00000165480,21.1,25.55
ENSG00000165487,20.92,21.12
ENSG00000165490,22.17,28.26
ENSG00000165494,20.86,21.61
ENSG00000165495,24.21,21.7
ENSG00000165501,0,0
ENSG00000165502,31.83,32.53
ENSG00000165506,22.36,23.54
ENSG00000165507,21.92,20.48
ENSG00000165509,26.56,27.36
ENSG00000165511,24.48,25.02
ENSG00000165512,22.03,23.16
ENSG00000165516,20.29,20.29
ENSG00000165521,26.13,22.9
ENSG00000165525,0,0
ENSG00000165526,22.05,23.06
ENSG00000165527,19.77,21.59
ENSG00000165533,21.64,22.09
ENSG00000165548,26.61,22.46
ENSG00000165553,30.29,23.59
ENSG00000165555,28.16,27.03
ENSG00000165556,29.73,32.31
ENSG00000165566,28.23,19.66
ENSG00000165568,22.64,22.57
ENSG00000165572,23.12,22.25
ENSG00000165583,31.91,0
ENSG00000165588,23.4,24.91
ENSG00000165591,24.17,24.46
ENSG00000165606,34.27,27.12
ENSG00000165609,19.39,21.65
ENSG00000165617,25.02,22.6
ENSG00000165621,31.45,26.47
ENSG00000165623,33.33,30.05
ENSG00000165626,23.57,23.63
ENSG00000165629,18.47,18.94
ENSG00000165632,22.13,22.19
ENSG00000165633,23.59,22.96
ENSG00000165637,29.08,32.44
ENSG00000165643,29.42,24.15
ENSG00000165644,21.36,23.95
ENSG00000165646,30.58,29
ENSG00000165650,20.89,20.41
ENSG00000270087,29.61,28.68
ENSG00000165659,28.58,24.42
ENSG00000165660,22.88,22.76
ENSG00000165661,21.27,22.48
ENSG00000165669,21.18,21.57
ENSG00000165671,20.7,21.06
ENSG00000165672,18.06,19.49
ENSG00000165675,23.72,24.32
ENSG00000165678,17.61,17.81
ENSG00000165682,32.55,33.07
ENSG00000165684,22.04,23.07
ENSG00000165685,27.79,28.15
ENSG00000165688,19.19,20.67
ENSG00000165689,19.93,22.08
ENSG00000165694,29.7,31.07
ENSG00000165695,25.6,25.16
ENSG00000165698,23.64,22.57
ENSG00000165699,21.79,21.01
ENSG00000165702,24.61,34.25
ENSG00000165714,22.75,22.2
ENSG00000165716,21.45,21.3
ENSG00000165724,21.01,22.29
ENSG00000165730,24.74,22.64
ENSG00000165731,25.19,23.79
ENSG00000165732,19.02,22.18
ENSG00000165733,20.3,22.08
ENSG00000165752,23.65,21.96
ENSG00000165757,24.74,23.66
ENSG00000165762,35.5,32.62
ENSG00000165775,25.33,24.37
ENSG00000165782,26.39,26.43
ENSG00000165792,22.39,23.73
ENSG00000165794,30.03,30.45
ENSG00000165795,29.5,31.48
ENSG00000165799,33.15,35.05
ENSG00000165801,23.44,24.16
ENSG00000165802,24.63,22.86
ENSG00000165804,22.37,22.32
ENSG00000165805,34.1,33.03
ENSG00000165806,22.11,24.14
ENSG00000165807,27.73,26.76
ENSG00000165810,39.26,27.38
ENSG00000165813,22.52,21.65
ENSG00000165816,29.13,27.7
ENSG00000165819,20.32,21.75
ENSG00000165821,23.34,22.13
ENSG00000165828,23.69,26.16
ENSG00000165832,21.81,21.82
ENSG00000165837,0,30.83
ENSG00000165861,23.42,23.22
ENSG00000165863,27.4,27.11
ENSG00000165868,23.85,20.29
ENSG00000165879,23.8,23.01
ENSG00000165886,23.58,23.59
ENSG00000165887,29.71,24.93
ENSG00000165891,20.95,29.37
ENSG00000165895,25.53,26.05
ENSG00000165898,21.12,21.99
ENSG00000165899,28.37,25.68
ENSG00000165905,28.76,33.16
ENSG00000165912,21.28,22.97
ENSG00000165914,22.19,20.15
ENSG00000165915,21.52,21.75
ENSG00000165916,21.16,20.27
ENSG00000165917,34.9,38.52
ENSG00000165923,26.94,28.66
ENSG00000165929,22.91,24.17
ENSG00000165934,19.84,21.46
ENSG00000165935,29.08,31.35
ENSG00000165943,21.8,19.21
ENSG00000165949,23.48,21.02
ENSG00000165953,35.32,35.29
ENSG00000165959,22.97,21.86
ENSG00000165966,34.29,24.51
ENSG00000165970,31.45,26.55
ENSG00000165972,29.4,30.44
ENSG00000165973,33.82,22.84
ENSG00000165983,23.01,26.25
ENSG00000165985,29.3,20.39
ENSG00000165995,26.04,21.45
ENSG00000165996,26.02,24.11
ENSG00000165997,20.63,21.6
ENSG00000166002,24.8,26.22
ENSG00000166004,22.31,23.34
ENSG00000166006,34.2,20.42
ENSG00000166012,20.08,21.63
ENSG00000166016,22.95,23.22
ENSG00000166024,25.92,25.78
ENSG00000166025,21.14,22.5
ENSG00000166033,19.88,18.63
ENSG00000166035,24.15,26.95
ENSG00000166037,21.04,23.1
ENSG00000166046,22.7,22.19
ENSG00000166049,23.63,0
ENSG00000166068,22.29,22.17
ENSG00000166069,39.41,40.14
ENSG00000166073,22.92,22.04
ENSG00000166086,21.43,21.29
ENSG00000166090,32.5,31.04
ENSG00000166091,29.17,21.31
ENSG00000166104,25.37,32.47
ENSG00000166106,24.5,28.53
ENSG00000166111,31.48,20.93
ENSG00000166118,34.06,30.1
ENSG00000166123,21.02,21.51
ENSG00000166126,27.44,30.66
ENSG00000166128,21.14,21.18
ENSG00000166130,21.65,26.04
ENSG00000166133,23.04,23.65
ENSG00000166135,22.27,22.54
ENSG00000166136,23.23,23.06
ENSG00000166140,24.17,25.4
ENSG00000166143,32.47,34.68
ENSG00000166145,24.12,25.62
ENSG00000166147,19.32,23.42
ENSG00000166148,27.2,27.48
ENSG00000166152,35.17,34.19
ENSG00000166153,24.82,26.5
ENSG00000166157,21.59,23.26
ENSG00000166159,28.45,23.27
ENSG00000166164,19.73,21.2
ENSG00000166165,18.48,16.39
ENSG00000166166,23.02,23.28
ENSG00000166167,22.23,21.02
ENSG00000166169,23.02,23.53
ENSG00000166170,20.63,20.62
ENSG00000166171,21.4,22.32
ENSG00000166173,29.78,29.55
ENSG00000166183,29.11,33.34
ENSG00000166188,24.2,24.17
ENSG00000166189,23.8,24.79
ENSG00000166192,24.84,24.37
ENSG00000166197,19.24,20.28
ENSG00000166200,21.48,21.59
ENSG00000166206,23.04,20.19
ENSG00000166211,34.06,32.21
ENSG00000166220,0,0
ENSG00000166224,22.13,22.29
ENSG00000166225,21.89,21.07
ENSG00000166226,17.86,19.66
ENSG00000166228,19.49,20.39
ENSG00000166233,19.81,20.49
ENSG00000166246,31.93,30.7
ENSG00000166250,20.37,22.97
ENSG00000166257,29.68,20.65
ENSG00000166260,20.3,20.57
ENSG00000166261,22.24,23.98
ENSG00000166262,24.28,25.05
ENSG00000166263,22.23,23.32
ENSG00000166265,24.03,24.04
ENSG00000166266,20.36,20.56
ENSG00000166268,27.82,29.14
ENSG00000166272,22.06,21.72
ENSG00000166289,23.52,23.96
ENSG00000166292,29.44,29.54
ENSG00000166295,20.43,21.73
ENSG00000166311,22.41,22.09
ENSG00000166313,24.31,20.29
ENSG00000166317,35.22,32.22
ENSG00000166321,24.77,27.46
ENSG00000166323,25.24,26.5
ENSG00000166326,19.5,19.13
ENSG00000166329,31.14,29.29
ENSG00000166333,23.41,24.12
ENSG00000166337,19.33,20.61
ENSG00000166340,20.49,20.42
ENSG00000166341,22.91,22.37
ENSG00000166342,24.42,22.35
ENSG00000166343,25.47,24.91
ENSG00000166347,22.05,22.15
ENSG00000166348,22.3,20.43
ENSG00000166349,35.45,34.52
ENSG00000166352,24.05,23.25
ENSG00000166359,35.43,33.76
ENSG00000166363,27.31,27.89
ENSG00000166368,27.51,27.8
ENSG00000166377,22.19,20.79
ENSG00000166387,23.13,22.86
ENSG00000166391,25.51,31.29
ENSG00000166394,24.01,23.05
ENSG00000166396,28.11,0
ENSG00000166398,22.49,22.5
ENSG00000166401,22.82,24.01
ENSG00000166402,22.63,20.95
ENSG00000166405,25.63,21.74
ENSG00000166407,25.36,25.15
ENSG00000166411,21.58,20.41
ENSG00000166415,27.54,32.07
ENSG00000166426,21.19,22.8
ENSG00000166428,27.07,25.76
ENSG00000166432,0,0
ENSG00000166435,21.38,22.13
ENSG00000166436,23.61,23.4
ENSG00000166439,21.01,21.34
ENSG00000166441,21.29,24.98
ENSG00000166444,22.53,22.47
ENSG00000166446,23.61,22.42
ENSG00000166448,27.15,19.35
ENSG00000166450,21.89,26.49
ENSG00000166451,20.35,24.91
ENSG00000166452,22.53,23.42
ENSG00000166454,21.72,21.49
ENSG00000166455,26.76,0
ENSG00000166471,20.6,21.05
ENSG00000166477,21.22,22.17
ENSG00000166478,22.04,22.68
ENSG00000166479,21.29,21.65
ENSG00000166482,20.29,24.22
ENSG00000166483,21.86,26.76
ENSG00000166484,22.27,23.58
ENSG00000166501,23.89,21.32
ENSG00000166503,19.49,19.16
ENSG00000166508,18.39,21.95
ENSG00000166509,33.44,31.89
ENSG00000166510,27.14,27.31
ENSG00000166523,32.23,27.03
ENSG00000166526,21.33,22.28
ENSG00000166527,28.57,31.76
ENSG00000166529,22.57,23.11
ENSG00000166532,20.75,21.21
ENSG00000166535,30.06,26.16
ENSG00000166546,27.44,26.12
ENSG00000166548,21.6,21.34
ENSG00000166557,20.4,22.19
ENSG00000166558,30.94,26.73
ENSG00000166562,19.45,19.63
ENSG00000166569,34.02,27.98
ENSG00000166573,32.69,26.11
ENSG00000166575,21.3,22.49
ENSG00000166578,25.51,25.71
ENSG00000166579,20.42,20.16
ENSG00000166582,20.67,22.14
ENSG00000166589,29.84,5.99
ENSG00000166592,26.21,25.17
ENSG00000166595,19.11,19.93
ENSG00000166596,33.68,26.22
ENSG00000166598,17.23,19.02
ENSG00000166603,29.51,25.44
ENSG00000166619,20.52,19.43
ENSG00000166634,32.55,0
ENSG00000166669,23.41,24.9
ENSG00000166670,29.69,35.17
ENSG00000166676,27.79,23.86
ENSG00000166681,18.39,17.86
ENSG00000166682,28.65,25.57
ENSG00000166685,22.01,21.03
ENSG00000166689,23.16,24.08
ENSG00000166704,23.12,22.75
ENSG00000166716,21.39,22.04
ENSG00000166734,22.69,21.83
ENSG00000166736,27.35,29.19
ENSG00000166741,20.12,25.06
ENSG00000166743,32.31,29.89
ENSG00000166747,20.09,20.54
ENSG00000166748,32.43,28.17
ENSG00000166750,21.82,23.85
ENSG00000166762,25.63,24.54
ENSG00000166770,23.53,21.29
ENSG00000166780,22.52,20.1
ENSG00000166783,21.04,20.05
ENSG00000166788,21.5,23.52
ENSG00000166793,24.85,21.7
ENSG00000166794,17.27,20.16
ENSG00000166796,26.32,28.49
ENSG00000166797,19.62,22.02
ENSG00000166800,33.51,29.54
ENSG00000166801,21.09,25.12
ENSG00000166803,17.95,27.95
ENSG00000166816,27.55,25.14
ENSG00000166819,27.6,24.55
ENSG00000166821,23.21,25.06
ENSG00000166822,22.95,23.86
ENSG00000166823,27.71,26
ENSG00000166825,21.36,26.9
ENSG00000166828,28.98,25.41
ENSG00000166831,23.24,25.66
ENSG00000166833,20.65,21.67
ENSG00000166839,24.17,22.8
ENSG00000166840,27.2,29.37
ENSG00000166845,23.67,25.57
ENSG00000166847,19.74,20.33
ENSG00000166848,20.21,18.37
ENSG00000166851,19.14,28.1
ENSG00000166855,19.49,20.65
ENSG00000166856,26.14,25.64
ENSG00000166860,22.88,24.32
ENSG00000166862,32.26,20.72
ENSG00000166863,24.93,24.01
ENSG00000166866,26.33,28.35
ENSG00000166869,29.06,28.22
ENSG00000166881,20.33,23.35
ENSG00000166884,35.59,0
ENSG00000166886,23.06,23.27
ENSG00000166887,22.32,21.87
ENSG00000166888,21.33,23.37
ENSG00000166889,20.53,21.89
ENSG00000166896,22.62,23.39
ENSG00000166897,24.37,21.71
ENSG00000166900,21.3,22.06
ENSG00000166902,19.82,21.48
ENSG00000166908,22.67,22.05
ENSG00000166912,21.77,20.4
ENSG00000166913,17.76,17.73
ENSG00000166920,26.71,28.71
ENSG00000166922,21.93,18.15
ENSG00000166923,26.78,22.67
ENSG00000166924,27.93,23.36
ENSG00000166925,20.66,22.66
ENSG00000166926,31.31,32.33
ENSG00000166927,29.03,24.51
ENSG00000166928,32.43,28.51
ENSG00000166930,43.29,0
ENSG00000166938,21.39,21.86
ENSG00000166946,21.34,21.18
ENSG00000166947,27.8,33.71
ENSG00000166948,0,42.23
ENSG00000166949,20.85,22.95
ENSG00000166959,30.57,28.94
ENSG00000166960,32.75,30.86
ENSG00000166961,28.01,31.43
ENSG00000166963,22.15,17.55
ENSG00000166965,20.24,22.22
ENSG00000166971,21.44,19.55
ENSG00000166974,21.05,18.95
ENSG00000166979,22.66,22.24
ENSG00000166984,32.34,29.78
ENSG00000166986,19.24,20.56
ENSG00000166987,24.08,25.33
ENSG00000166997,22.11,23.41
ENSG00000167005,18.73,19.63
ENSG00000167011,27.26,28.36
ENSG00000167014,40.91,41.06
ENSG00000167034,23.21,25.99
ENSG00000167037,27.31,21.75
ENSG00000167046,27.74,29.64
ENSG00000167065,23.66,24.18
ENSG00000167074,23.02,19.55
ENSG00000167077,30.23,30.04
ENSG00000167080,30.64,32.9
ENSG00000167081,22.26,23.22
ENSG00000167083,27.76,26.72
ENSG00000167085,25.22,26.61
ENSG00000167088,22.12,24.63
ENSG00000167094,32.91,31.13
ENSG00000167098,0,0
ENSG00000167100,26.54,22.01
ENSG00000167103,24.27,26.3
ENSG00000167104,32.02,0
ENSG00000167105,26.03,28.83
ENSG00000167106,21.07,20.57
ENSG00000167107,22.05,24.95
ENSG00000167110,21.72,21.41
ENSG00000167112,20.89,21.65
ENSG00000167113,21.25,23.27
ENSG00000167114,21.97,21.37
ENSG00000167118,21.13,21.85
ENSG00000167123,22.91,21.23
ENSG00000167130,22.45,23.35
ENSG00000167136,21.33,21.46
ENSG00000167139,42.21,32.76
ENSG00000167157,24.2,29.24
ENSG00000167165,27.59,0
ENSG00000167173,20.85,24.54
ENSG00000167178,27.92,23.08
ENSG00000167182,22.13,22.5
ENSG00000167183,24.17,33.1
ENSG00000167186,22.26,22.42
ENSG00000167191,22.75,18.32
ENSG00000167193,21.45,22.4
ENSG00000167194,31.48,28.37
ENSG00000167196,22.12,23.6
ENSG00000167202,22.45,23.35
ENSG00000167207,27.15,28.46
ENSG00000167208,27.53,28.64
ENSG00000167210,31.7,27.45
ENSG00000167216,24.33,24.16
ENSG00000167220,20.77,20.94
ENSG00000167230,0,0
ENSG00000167232,24.46,25.74
ENSG00000167236,29.28,34.01
ENSG00000167244,19.03,24.93
ENSG00000167257,21.19,21.61
ENSG00000167258,20.23,21.94
ENSG00000167261,28.03,28.67
ENSG00000167264,22.99,24.16
ENSG00000167272,21.39,23.35
ENSG00000167280,22.25,23.63
ENSG00000167281,26.2,18.67
ENSG00000167283,17.54,18.38
ENSG00000167286,19.66,29.32
ENSG00000167291,20.62,21.69
ENSG00000167302,23.15,24.07
ENSG00000167306,23.54,24.86
ENSG00000167311,27.64,30.09
ENSG00000167315,25.01,26.93
ENSG00000167323,20.7,20.72
ENSG00000167325,19.16,21.27
ENSG00000167332,0,33.52
ENSG00000167333,23.31,23.28
ENSG00000167346,36.07,35
ENSG00000167359,24.12,29.56
ENSG00000167360,25.41,29.04
ENSG00000167363,21.39,19.83
ENSG00000167371,22.41,19.06
ENSG00000167378,25.59,25.06
ENSG00000167380,22.08,21.57
ENSG00000167383,26.5,26.72
ENSG00000167384,23.01,23.67
ENSG00000167393,21.69,23.64
ENSG00000167394,23.66,24.42
ENSG00000167395,22,23.31
ENSG00000167414,28.95,25.28
ENSG00000167419,31.47,33.61
ENSG00000167434,24.15,21.16
ENSG00000167447,22.47,23.54
ENSG00000167459,33.55,0
ENSG00000167460,17.27,19.62
ENSG00000167461,19.77,21.8
ENSG00000167468,17.93,18.06
ENSG00000167470,20.23,22.1
ENSG00000167476,26.37,31.2
ENSG00000167483,29.25,29.05
ENSG00000167487,23.64,22.66
ENSG00000167491,20.08,22.03
ENSG00000167508,21.68,22.51
ENSG00000167513,20.48,26.7
ENSG00000167515,20.52,21.56
ENSG00000167522,20.84,21.36
ENSG00000167523,24.13,23.64
ENSG00000167525,26.07,27.81
ENSG00000167526,22.18,22.53
ENSG00000167528,24.2,23.16
ENSG00000167531,32.92,32.98
ENSG00000167535,22.22,21.07
ENSG00000167536,22.45,23.03
ENSG00000167543,22.12,24.92
ENSG00000167548,20.63,21.21
ENSG00000167549,23.87,21.64
ENSG00000167550,24.1,24.57
ENSG00000167553,31.97,26.52
ENSG00000167554,25.25,25.01
ENSG00000167555,23.41,22.14
ENSG00000167562,25.57,26.46
ENSG00000167565,22.13,24.62
ENSG00000167566,21.68,22.69
ENSG00000167580,29.25,32.98
ENSG00000167588,25.07,23.07
ENSG00000167595,21.89,24.22
ENSG00000167600,24.89,28.57
ENSG00000167601,18.78,21.56
ENSG00000167604,25.15,26.09
ENSG00000167608,23.74,28.15
ENSG00000167612,28.97,31.13
ENSG00000167613,23.4,24.16
ENSG00000167614,24.59,18.97
ENSG00000167615,19.44,19.55
ENSG00000167617,25.87,27.98
ENSG00000167618,28.02,29.04
ENSG00000167619,24.09,21.18
ENSG00000167625,23.2,24.3
ENSG00000167632,21.29,20.92
ENSG00000167634,29.11,36.28
ENSG00000167635,21.15,22.23
ENSG00000167637,24.92,24.65
ENSG00000167641,26.66,23.78
ENSG00000167642,20.54,20.71
ENSG00000167646,23.33,30.27
ENSG00000167653,24.47,28.22
ENSG00000167654,26.49,19.6
ENSG00000167656,29.11,27.66
ENSG00000167657,21.41,21.76
ENSG00000167658,15.17,3.8
ENSG00000167664,27.88,29.98
ENSG00000167670,20.7,24.06
ENSG00000167671,20.42,19.83
ENSG00000167674,20.32,21.2
ENSG00000167676,28.04,25.26
ENSG00000167680,22.09,20.19
ENSG00000167685,23.18,23.09
ENSG00000167693,22.9,24.14
ENSG00000167695,21.46,23.09
ENSG00000167699,20.62,21.77
ENSG00000167700,22.58,22.73
ENSG00000167701,24.89,24.49
ENSG00000167702,21.93,20.14
ENSG00000167703,25.41,23.97
ENSG00000167705,24.2,23.86
ENSG00000167716,24.43,24.99
ENSG00000167720,23.26,23.17
ENSG00000167721,20.44,22.38
ENSG00000167723,27.56,25.27
ENSG00000167733,22.46,21.36
ENSG00000167740,22.91,21.98
ENSG00000167741,29.13,32.05
ENSG00000225950,26.72,32.3
ENSG00000167747,19.77,23.99
ENSG00000167748,29.84,32.25
ENSG00000167749,32.23,29.1
ENSG00000167751,27.67,32.43
ENSG00000167754,30.16,33.24
ENSG00000167755,25.24,21.14
ENSG00000167757,23.22,30.11
ENSG00000167759,26.01,32.78
ENSG00000167765,26.46,24.8
ENSG00000167766,0,0
ENSG00000167767,22.02,31.26
ENSG00000167768,31.98,0
ENSG00000167769,31.54,31.07
ENSG00000167770,19.56,19.46
ENSG00000167771,22.13,23.19
ENSG00000167772,23.15,22.22
ENSG00000267855,19.41,20.39
ENSG00000167775,21.15,22.82
ENSG00000167778,22.04,19.66
ENSG00000167779,21.03,22.88
ENSG00000167780,25.75,35.32
ENSG00000167785,23.55,24.43
ENSG00000167791,35.65,0
ENSG00000167792,20.26,20.73
ENSG00000167797,23.95,25.67
ENSG00000167799,26.57,28.46
ENSG00000167800,29.11,0
ENSG00000167815,23.88,23.39
ENSG00000167822,0,0
ENSG00000167825,37.24,38.19
ENSG00000167840,28.43,28.58
ENSG00000167842,0,0
ENSG00000167850,27.68,26.74
ENSG00000167851,23.81,24.98
ENSG00000167858,33.42,28.09
ENSG00000167861,22.97,20.3
ENSG00000167862,21.25,22.19
ENSG00000167863,18.29,18.78
ENSG00000167874,28.53,28.69
ENSG00000167880,24.33,27.63
ENSG00000167881,20.09,20.71
ENSG00000167889,22.8,20.84
ENSG00000167895,24.18,26.24
ENSG00000167900,20.17,26.48
ENSG00000167910,31.25,31.95
ENSG00000167914,33.58,34.46
ENSG00000167916,34.96,0
ENSG00000167920,22.28,24.76
ENSG00000167925,23.72,23.99
ENSG00000167941,31.69,29.41
ENSG00000167945,30.38,30.19
ENSG00000167962,25.47,24.08
ENSG00000167964,23.51,21.1
ENSG00000167965,20.53,20.92
ENSG00000167967,21.33,21.89
ENSG00000167968,24.25,24.04
ENSG00000167969,20.79,22.29
ENSG00000167971,25.7,21.73
ENSG00000167972,23.04,20.81
ENSG00000167977,20.74,22.48
ENSG00000167978,18.53,19.16
ENSG00000167981,23.61,23.82
ENSG00000167984,26.17,28.12
ENSG00000167985,24.55,25.64
ENSG00000167986,19.78,20.87
ENSG00000167987,21.98,22.83
ENSG00000167992,23.48,26.25
ENSG00000167994,26.33,31.95
ENSG00000167995,24.51,22.11
ENSG00000167996,26.15,28.71
ENSG00000168000,24.62,28.47
ENSG00000168002,19.58,21.32
ENSG00000168003,20.13,22.39
ENSG00000168004,29.16,25.15
ENSG00000168010,22.13,24.1
ENSG00000168014,22.72,23.28
ENSG00000168016,23.41,22.42
ENSG00000168026,24.58,24.41
ENSG00000168028,21.35,24.13
ENSG00000168032,30.2,22.98
ENSG00000168036,17.28,18.37
ENSG00000168038,25.69,26.48
ENSG00000168040,21.12,22.79
ENSG00000168056,24.42,24.65
ENSG00000168060,26.52,27.99
ENSG00000168061,21.06,22.68
ENSG00000168062,26.13,27.12
ENSG00000168065,29.39,32.25
ENSG00000168066,19.82,21.37
ENSG00000168067,26.06,25.06
ENSG00000168070,27.48,28.17
ENSG00000168071,25.79,24.44
ENSG00000168077,23.77,23.66
ENSG00000168078,19.57,30.12
ENSG00000168079,28.77,27.28
ENSG00000168081,28.71,25.65
ENSG00000168090,18.82,19.86
ENSG00000168092,19.66,19.86
ENSG00000168096,22.22,22.76
ENSG00000168101,21.42,21.45
ENSG00000168116,21.18,21.11
ENSG00000168118,20.14,19.69
ENSG00000168124,27.78,24.91
ENSG00000168131,26.1,32.94
ENSG00000168135,26.74,20.82
ENSG00000168137,19.91,20.93
ENSG00000168140,21.23,23.12
ENSG00000168143,24.12,34.22
ENSG00000168148,25.62,26.37
ENSG00000168152,23.26,23.8
ENSG00000168158,29.23,26.68
ENSG00000168159,19.86,19.03
ENSG00000168172,20.68,20.34
ENSG00000168175,21.14,21.95
ENSG00000168214,21.07,22.83
ENSG00000168216,21.92,20.25
ENSG00000168228,22.91,23.5
ENSG00000168229,35.63,33.77
ENSG00000168234,22.35,22.93
ENSG00000168237,23.35,25.06
ENSG00000168242,18.25,24.11
ENSG00000168246,22.45,21.95
ENSG00000168256,21.62,24
ENSG00000168259,20.95,20.46
ENSG00000168260,0,0
ENSG00000168263,0,0
ENSG00000168267,33.36,30.15
ENSG00000168268,19.37,22.17
ENSG00000168269,27.67,35.43
ENSG00000168273,21.47,23.14
ENSG00000168274,23.05,25.47
ENSG00000168280,24.59,17.69
ENSG00000168286,21.01,22.01
ENSG00000168288,19.29,20.76
ENSG00000168291,20.22,20.66
ENSG00000168297,22,20.13
ENSG00000168298,16.16,18.09
ENSG00000168300,19.87,19.55
ENSG00000168301,22.96,22.02
ENSG00000168303,20.69,22.4
ENSG00000168306,23.1,25.14
ENSG00000168309,28.77,18.13
ENSG00000168310,21.86,21.57
ENSG00000168314,33.52,18.31
ENSG00000168329,23.06,23.42
ENSG00000168333,24.49,28.92
ENSG00000168334,29.26,29.6
ENSG00000168348,29.05,25.8
ENSG00000168350,24.37,22.6
ENSG00000168356,29.51,28.18
ENSG00000168367,32.13,0
ENSG00000168374,19.59,21.25
